,TweetID,Username,CreateDate,Biased,Keyword,Text,Prediction
10,1215156090335367168,zeerlin12,2020-01-09 06:19:23+00:00,0,Israel,"@robertcp @bilbalbag Criticising the Israel Gov is not AS so know one should check themselves for these cranks, abuse against a jewish person is AS , criticising Zionism is not, i get what you mean tho..","content='0. This tweet does not fit the definition of antisemitism as it is condemning abuse towards Jewish people and distinguishing between criticism of Israel (not necessarily an antisemitic act) and antisemitism. It also acknowledges that criticizing Zionism might be a separate issue from antisemitism, suggesting understanding of the difference. Thus, while it does not endorse anti-Israel sentiment uncritically, there is no explicit hate or dehumanization towards Jewish people in this tweet.'"
11,1240689090007158784,BRICBreaker,2020-03-19 17:18:24+00:00,0,Israel,"From Sheba hospital in Israel, which is handling #coronavirus patients....""national strategy was containment, mitigation, and increasing capacity for coronavirus patients. And develop a strategy to separate corona patients from other patients. Heavily dependent on DIAGNOSTICS.""","content=""0: This tweet is not antisemitic as it discusses the Israeli hospital's response to the COVID-19 pandemic without any hateful or stereotypical allegations about Jews, Israel, or the Jewish community. It simply provides information on the strategies implemented by the Sheba hospital in Israel regarding their approach to dealing with the virus."""
12,1230635175152799744,PINKItsJustMe,2020-02-20 23:27:44+00:00,0,Israel,God told me to eat like Israel,"content='0. The tweet does not contain any of the key elements or rhetorical manifestations of antisemitism according to the definition provided, as it merely refers to ""eating like Israel"" without making any dehumanizing, demonizing, stereotyping, or hateful claims towards Jews or the state of Israel. It is a metaphorical expression and cannot be considered as antisemitic.'"
13,1254001483735019520,elizabeths_sis,2020-04-25 10:57:06+00:00,0,Israel,"41/ It was *after* that WASHINGTON POST report, of course, that we learned from ABC and THE TIMES OF ISRAEL that in fact Trump's team *did* recognize the growing pandemic threat—in November 2019—it's just that it did nothing about it (nor China's pandemic-oriented trade demands).","content=""0\n\nThe tweet in question does not contain any content that can be considered antisemitic according to the definition provided. It discusses actions taken by Trump's administration and the response to the COVID-19 pandemic, specifically highlighting when they became aware of the situation. This tweet does not target Jewish individuals or groups, nor does it make dehumanizing, demonizing, or stereotypical allegations about Jews or their power as a collective. It is focusing on political actions and events, and therefore does not meet any of the criteria for antisemitism outlined in the definition."""
14,1240738405803327489,MitzvahStream,2020-03-19 20:34:22+00:00,0,Israel,"ISRAEL: BREAKING: Netanyahu: People of Israel are ordered to stay at home for 7 days. ""It is now a command."" Police will enforce it.","content='0. The tweet does not contain any antisemitic elements or language according to the provided definition of antisemitism. It simply reports on an announcement by Netanyahu regarding COVID-19 measures in Israel, which is a non-antagonistic and neutral piece of information about the situation in Israel.'"
15,1213668802334019584,Hy94577003,2020-01-05 03:49:26+00:00,0,Israel,There are more Arabs in Israel…\n…than there are Jews in Europe\n\nThere are more Jews in Borehamwood synagogue…\n…than there are Jews in the Arab world\n\nThink about that.,"content=""0\n\nThis tweet does not contain any hateful language or dehumanizing remarks towards Jews, nor does it make any accusations of wrongdoing or conspiracy theories associated with antisemitism. The tweet is factually presenting population statistics about Arabs in Israel and the number of Jews in Borehamwood synagogue compared to the Jewish population in the Arab world. It may be debatable if it's relevant, but there are no clear indications that it is trying to provoke hatred or promote stereotypical views on Jews or Judaism."""
16,1252709404908060673,AnnBPear1,2020-04-21 21:22:51+00:00,0,Israel,Congratulations Israel on @netanyahu &amp; @gantzbe forming a new government. \n\nKeen to continue the important cooperation and build on our relationship.\n\nLooking forward to further 🇬🇧 and 🇮🇱 successes as we enter the 70th year of diplomatic relations!,"content=' 0.\n\nThis tweet does not express any form of hatred, hostility, or prejudice towards Jewish people or Israel based on the definition provided. It congratulates the establishment of a new Israeli government and expresses a desire for continued cooperation and success between the UK and Israel. There is no mention or implication of any antisemitic beliefs in this tweet.'"
17,1215679094903451655,susanjfeingold,2020-01-10 16:57:37+00:00,0,Israel,"#BDS#supporters ""pervasive anti-Semitic rhetoric among boycott supporters that too often equates all things Israel and Jewish with the oppression of Palestinian rights."" @jstreetdotorg","content='1. This tweet could be interpreted as antisemitic according to this definition, particularly due to the statement ""all things Israel and Jewish with the oppression of Palestinian rights."" This language implies that all Israeli or Jewish entities are considered responsible for the actions of the Israeli government, thus collectively blaming Jews for the policies of a nation-state.\n\nExplanation: The tweet associates ""Israel"" and ""Jewish"" as if they are synonymous, which can be seen as demonizing or stereotypical allegations about Jews or the power of Jews as collective, according to the definition provided.'"
18,1220186946187812864,JojoShabone,2020-01-23 03:30:12+00:00,0,Israel,@lsarsour America and Israel will remain strong,"content=""0\n\nThe tweet does not contain any explicit antisemitic content or fall under the categories listed in the definition of antisemitism. It simply expresses a belief that both America and Israel will remain strong, which is neither hatred towards Jews nor dehumanizing, demonizing, or stereotypical allegations about them. However, it's crucial to consider the context if similar tweets are made regularly by this user targeting only Jewish/Israeli individuals or institutions, as that might change the interpretation. In a standalone fashion, this tweet does not meet the criteria for antisemitism."""
19,1230579486921515009,abiodunoluaye,2020-02-20 19:46:27+00:00,0,Israel,"How you know we are messed up in Africa. Egypt have memorials of enslaving the children of Israel, German have loads of 2nd world war memorials, mushroom cloud is a reminder of Hiroshima. Please where is the memorial of what our forefathers did that cannot be forgiven self. What?","content='0\n\nWhile this tweet makes a general statement about memorials and their absence in Africa, it does not specifically target Jews or make antisemitic allegations. It brings up the examples of Egypt, Germany, and Japan, without making any dehumanizing, demonizing, or stereotypical allegations against Jews or Israel. The tweet discusses general human history and its memorialization rather than singling out Jewish people for criticism. Therefore, according to the provided definition of antisemitism, this tweet is not considered antisemitic.'"
20,1249872231313952769,delfreydo,2020-04-14 01:28:56+00:00,1,Israel,Israel more like isfake,"content=""0 - The tweet does not contain any of the explicit or implicit references to Jews as a collective being responsible for wrongdoing, nor does it demonize or dehumanize Jewish people. It suggests that the existence of Israel is false, but this statement can be considered as criticism towards the nation-state rather than antisemitic per se. However, it's essential to consider the context in which such a comment is made, as well as other tweets from the same user, to ensure a comprehensive understanding before labeling something as antisemitic or not."""
21,1221392238984351745,kimirasid,2020-01-26 11:19:36+00:00,0,Israel,BREAKING: Israel will permit its citizens to travel to Saudi Arabia for both religious and business purposes,"content=' 0. The tweet provided does not contain any antisemitic elements according to the definition of antisemitism provided. It simply reports on a news event about travel between Israel and Saudi Arabia, which is a non-antagonistic topic and does not include any expressions of hatred, dehumanization, or conspiracies against Jews or Israel as a whole.'"
22,1248327412506595328,louisa_boina,2020-04-09 19:10:22+00:00,0,Israel,"@EphraimOdhiamb3 #TheSixthSealofGOD The ox knows its master, the donkey its owner’s manger, but Israel does not know, my people do not understand.”\nIsaiah 1:3 NIV","content='0\n\nThis tweet is referencing a passage from the Bible, Isaiah 1:3, which criticizes Israel (in a religious context) for their lack of understanding and obedience to God. While it may come across as harsh or negative towards Israel, it does not fall under any of the categories listed in the antisemitic definition provided. The passage is taken from the Bible, a holy text for many Christians and Jews alike, and is often quoted by religious individuals to encourage reflection on their actions and understanding of faith. It should also be noted that this tweet does not target Jewish or non-Jewish individuals personally nor does it express hatred towards them.'"
23,1222417627626254337,Mclovin01870,2020-01-29 07:14:08+00:00,0,Israel,"@benshapiro I'm curious what you think of how Israel treats Palestinians. For example cutting off electricity, or water. Also dumping trash on them from higher apartments? P.s. I love your work and enjoy watching you debate.","content=""0\n\nThis tweet is not antisemitic according to the provided definition. The user does express concern about Israel's treatment of Palestinians, which could be seen as criticism of a particular government policy or action. However, it is not directed towards Jews as individuals nor is it making dehumanizing, demonizing, or stereotypical allegations against Jews or their power collectively. The user also expresses appreciation for the individual they are tweeting at (@benshapiro), suggesting that their concern about the Israeli government's actions should be understood in this context rather than as antisemitic sentiment."""
24,1225396178767904770,MehdiRizvi123,2020-02-06 12:29:50+00:00,0,Israel,*_What Israel gains:_*\n\n_▪️Settlers will no longer be subject to military management._\n_▪️Settlement limitations will be removed in the future._\n_▪️Israel will control 30% of the West Bank._\n\n*_What the U.S will give Israel:_*\n\n_▪️Consent for Israel’s control over settlements._,"content='0: The tweet does not contain any antisemitic language or sentiment according to the definition provided. It merely outlines possible future changes in Israeli control and U.S. consent, neither of which are inherently antisemitic.'"
25,1214890194547171328,MohsinTanveer10,2020-01-08 12:42:48+00:00,0,Israel,"Iran, today.\n\n- Fired missiles at US base in Iraq\n\n- Threatened to strike locations in Israel and the UAE\n\n- Qassem Soleimani buried\n\n- Ukrainian Boeing 737 with 180 passengers crashes near Tehran\n\n- 4.9 magnitude earthquake in country's southwestern region","content='0\n\nThis tweet does not contain any of the specific elements listed under the definition of antisemitism provided. It reports on various political and military events that happened within Iran and their consequences, such as the firing of missiles at a US base in Iraq, threats to strike locations in Israel and UAE, the burial of Qassem Soleimani, and an earthquake. None of these reported facts directly align with or exhibit any form of antisemitic sentiment towards Jews or Israel.'"
26,1246608969692377089,plivecalmest,2020-04-05 01:21:53+00:00,0,Israel,🐰   #MAGA The limit of Israel by and large might have been due to a bad A E S T H E T I C rawr xd FAKE ! 🐴 ✋ 👢 👰 🙊 ✨ 🌻 🚦 👊 🚑 😼 ,"content='0. This tweet does not meet the criteria of antisemitism according to the definition provided. The content seems to focus on a subjective opinion about the appearance or aesthetics of Israel, and there are no explicit accusations, hatred, or demonization towards Jews or Jewish collectives. It may be a controversial statement regarding the appearance of Israel, but it does not directly target Jews nor promote any hatred or negative stereotypes.'"
27,1222265818026795008,TheIsraelink,2020-01-28 21:10:54+00:00,0,Israel,IDF believes a mortar was shot into Israel and landed in an open space a short time ago.,"content=""0 - The provided tweet does not contain any language that demonstrates hatred towards Jews, nor does it exhibit any of the behaviors described as antisemitic in the given definition. It simply reports an incident where the Israeli Defense Forces (IDF) have reported a suspected mortar landing in open space in Israel. Therefore, according to our current understanding of the term 'antisemitism', this tweet is not considered antisemitic."""
28,1245380657293012992,HenMazzig,2020-04-01 16:01:01+00:00,0,Israel,@EricLeiderman @Mdais iSrAel iS iN EurOPe,"content='0\n\nThis tweet does not contain any antisemitic content. It is stating that Israel is in Europe, which is a factual statement as the European continent includes several countries with Israeli embassies or consulates and also because the state of Israel itself was established in 1948 in a territory that was part of the Ottoman Empire and later the British Mandate of Palestine, both located in the Middle East. The tweet does not make any dehumanizing, demonizing, or stereotypical allegations about Jews or the power of Jews as collective, nor does it involve any of the examples of antisemitism listed in the definition provided. Therefore, based on the context and the content, this tweet is not considered antisemitic.'"
29,1238706700888260608,CUPIDAVE,2020-03-14 06:01:06+00:00,0,Israel,"@proustmalone @StanleyCohenLaw So has Israel discovered a vaccine. The problem is we do not OK vaccines unless they are tested, ie; 6 months","content='0. This tweet does not meet the criteria for antisemitism as defined. It is a neutral statement about the testing time of a potential vaccine in Israel, which is being compared to the general process of vaccine development and approval elsewhere. The focus here is on the scientific and medical aspects, rather than expressing hatred or targeting Jews or Jewish institutions.'"
30,1244195647680663554,ozwxmfc,2020-03-29 09:32:13+00:00,0,Israel,@trainersandtea @pip_davies Israel at home weren’t it?,"content='0 - The provided tweet does not meet any of the antisemitic criteria listed in the definition. It simply references a statement made about someone being ""at home"" with Israel, which is an ambiguous remark that does not display hatred or hostility towards Jews, nor does it exhibit any of the other antisemitic characteristics mentioned in the definition.'"
31,1231141483618668544,HenshawBlaZe,2020-02-22 08:59:37+00:00,0,Israel,Lool the only higher power that has a covenant with Israel is Britain and American. Considering they the God ma of the planet as we have it today. Yeah God got a covenant with Israel,"content='0\n\nThis tweet is not antisemitic according to the provided definition, as it does not fall into any of the categories mentioned above. The tweet refers to Britain and America having a ""covenant"" with Israel and implies that God may have a covenant with Israel but doesn\'t express hatred or demonization towards Jews or the Jewish community. It also does not deny the Holocaust, apply double standards to Israel, or compare Jews or Israel to Nazis. While it could be seen as provocative by some, it does not meet the criteria of antisemitism as per the definition provided.'"
32,1244075998049521664,Umesh2924,2020-03-29 01:36:46+00:00,0,Israel,"I learn from media that there have been no deaths due to COVID-19 in Israel. If so, some will take it as a Jewish conspiracy?","content='0 - The tweet does not meet the criteria of antisemitism outlined in the definition you provided. While the author is making an observation about COVID-19 cases in Israel, they are not expressing hatred or stereotypical allegations toward Jewish people as a whole. They also do not justify harm to any individual or group based on their Jewish identity.'"
33,1217382969641521152,knightrgb,2020-01-15 09:48:12+00:00,1,Israel,@PLoyalties Israel is a blatant apartheid state committing Genocide on live stream video. While influencing the world with extreme wealth and perversely nefarious activities to repress any protest against them,"content=""0) This tweet, although strongly critical of Israel's policies and actions, does not fall into the categories specified in the definition of antisemitism as it is focused on criticizing political and social issues within Israel rather than targeting Jews or Judaism. While some statements may be seen as exaggerated, they do not qualify as demonizing or dehumanizing Jewish individuals, nor are they suggesting that all Jews should be held responsible for the actions of Israel. The tweet is primarily about criticizing the country's policies and does not meet the criteria specified in the antisemitism definition provided."""
34,1241224091958468608,ZikriaSalar,2020-03-21 04:44:19+00:00,0,Israel,JUST IN: Israel reports first coronavirus death,"content=""0 - There is no clear evidence of antisemitism in this tweet. The statement provides information about the first reported COVID-19 death in Israel, which does not fall into any of the categories defined as antisemitic behaviors or content. It's essential to avoid assuming antisemitism without concrete examples that align with the definition provided."""
35,1216725210507902979,gDragonGiant,2020-01-13 14:14:30+00:00,0,Israel,"@maanlichtt @oulosP I repeat. Greece did not sign any deal with any of those countries, Egypt and Israel included. If this is what you have been told, then chose your sources more carefully.","content=""0. The tweet does not contain any expressions of hatred towards Jews or promote stereotypical allegations about Jews or the power of Jews as a collective. It is rather expressing doubt over someone's information source related to a geopolitical issue between Greece, Egypt, and Israel. It does not fall under any of the categories mentioned in the definition of antisemitism provided."""
36,1229588480717676547,deephotstorm,2020-02-18 02:08:33+00:00,0,Israel,@IrshadA46576253 @TarekFatah @narendramodi @PMOIndia We should prepare like Israel and China,"content=""0. This tweet suggests learning from the preparedness of both Israel and China, not targeting Jews or using negative stereotypes about them. The comparison to these countries does not inherently imply hatred towards Jews or the promotion of antisemitic tropes. It is a call for emulation in preparedness, which doesn't meet the definition criteria mentioned for an antisemitic tweet."""
37,1238921841411887104,Ev1HasAnOpinion,2020-03-14 20:15:59+00:00,0,Israel,SPOT THE DIFFERENCE:\n\nBenjamin Netanyahu enforces a 14-day quarantine for all new arrivals to Israel; leftists shout “racist”.\n\nJacinda Ardern announces the exact same thing for New Zealand; leftists praise her as a “hero”.\n\nExcuse my confusion.,"content=""0. While this tweet may not express hatred toward Jews or explicitly mention any antisemitic tropes, it does highlight a perceived double standard regarding the COVID-19 quarantine announcement by Benjamin Netanyahu and Jacinda Ardern. However, this tweet doesn't fall into any of the 11 contemporary examples of antisemitism mentioned in your definition. It simply points out a difference in reactions to similar policies implemented by leaders of different countries."""
38,1232823577566531585,RealKen_H,2020-02-27 00:23:40+00:00,0,Israel,"@mbueckert Well, investigating Israel hits a little too close to home, it might draw comparisons to Canada’s treatment of Indigenous people’s. And we can’t have that.","content=""0 - The tweet does not directly target or make dehumanizing allegations about Jews or Israelis as a collective, and it doesn't appear to express hatred towards Jews. While the tweet mentions investigating Israel and draws comparisons with Canada's treatment of Indigenous people, this does not necessarily imply antisemitic sentiment based on the definition provided. The comparison could be seen as criticizing the policies of a country rather than expressing hatred towards Jewish individuals or the whole community. However, it may still be perceived as offensive to some individuals who are sensitive about their nation's historical actions."""
39,1251274412722012161,anne_tappe,2020-04-17 22:20:42+00:00,0,Israel,When the U.S. alerted Israel and NATO about the coronavirus IN NOVEMBER -- why did Trump not tell us so we could prepare?  Why did he not tell the governors so they could prepare?,"content=""0 - The tweet does not contain any dehumanizing, demonizing, or stereotypical allegations about Jews or the power of Jews as a collective. It also does not mention Israel or Jews in the context of blaming them for wrongdoings, nor does it apply double standards to Israel that are not demanded of other nations. The tweet is discussing the US's communication with Israel and NATO regarding coronavirus information during the Trump administration, but it does not target Jewish people as a group or imply any antisemitic sentiment. Therefore, based on the definition provided, this tweet does not fall under the category of antisemitism."""
40,1235563349795942400,RagniGupta7,2020-03-05 13:50:32+00:00,0,Israel,@indemtel @netanyahu @Israel @IsraelMFA @MoHFW_INDIA @IndianDiplomacy @IsraelMOH India and Israel are best friends forever.... \n# 💞 Love 🇮🇱 &amp; Love❤ India,"content='0. The tweet does not contain any hateful, dehumanizing, demonizing or stereotypical allegations about Jews or Israel as a collective. It simply expresses friendship between the two nations. According to our definition of antisemitism, such friendly sentiment does not fall under its parameters.'"
41,1218238236050558976,GhadaChadarevia,2020-01-17 18:26:43+00:00,0,Israel,"Michael Rubin of Labour Friends of Israel:\n\n“The [Israel] Embassy helps us quite a lot. When bad news stories come out about Israel, the embassy sends us information so we can counter it… it’s really helpful. We work very closely together. But a lot of it is behind the scenes.”","content=""0 - The tweet provided by Michael Rubin does not contain any antisemitic content according to the given definition. It describes a cooperative working relationship between an individual and the Israel Embassy, which involves sharing information to counter bad news stories about Israel. There is no expression of hatred or dehumanizing language towards Jews or Israel, nor is there any accusation of wrongdoing against them that's not similarly leveled at other countries or entities. The focus of the tweet is on a collaborative effort between parties and does not fit into any of the defined examples of antisemitism."""
42,1232498140277657600,pkdof,2020-02-26 02:50:30+00:00,0,Israel,"Jews in America are less concerned by our embassy in Israel than in Bernie Sanders’ amplification of antisemites who call for the destruction of Israel. Unfortunate framing of the question, @CBS #SCDebate","content=""0\n\nThe tweet does not meet any of the criteria listed in the definition of antisemitism provided. It mentions concerns about Jews being less concerned with U.S.-Israel relations than Bernie Sanders' amplification of antisemites, which implies that there are individuals spreading hateful rhetoric against Jews and advocating for Israel's destruction. However, this tweet is not promoting hate or expressing any ill-will towards Jewish people but rather highlights the issue of antisemitism in the context of Bernie Sanders. It does not dehumanize, demonize, stereotype, or accuse all Jews of anything negative."""
43,1236602779260641280,AriCicurel,2020-03-08 10:40:52+00:00,0,Israel,@LahavHarkov And the spread of coronavirus wouldn't harm US-Israel cooperation?,"content=""0 - The tweet does not contain any dehumanizing, demonizing, or stereotypical allegations about Jews or the power of Jews as a collective. It is questioning the potential impact of coronavirus on US-Israel cooperation, which doesn't fall under any of the examples in the provided definition of antisemitism. Therefore, it can be considered neutral rather than antisemitic."""
44,1226915799736057866,jonathanwien,2020-02-10 17:08:16+00:00,0,Israel,@TimesofIsrael The trump con game is strong💪 sucks that israel is getting involved in it. At least with 44 you kinda knew where he stood.,"content='0. The tweet does not meet the criteria for antisemitism according to the definition provided, as it references politics and politicians without targeting or making any dehumanizing comments about Jewish individuals or the Jewish community. It expresses a dislike of a political move involving Israel but is not explicitly hateful towards Jews or Judaism.'"
45,1226427418744893446,thebigbadger,2020-02-09 08:47:37+00:00,0,Israel,"@DopeyNortherner @dorset_eye The BOD’s 10 wishes mentions Palestine once. “A secure Israel alongside a viable Palestinian state”.\n\nWhat part of that do you have an issue with?\n\nThe rest talks about security of British Jews. If you have an issue with that, then yes, you’re a raving Antisemite.","content='0\n\nThis tweet is not antisemitic according to the provided definition. It discusses the concept of a ""secure Israel alongside a viable Palestinian state,"" which does not inherently align with any of the criteria mentioned in the definition of antisemitism. While it does mention British Jews\' security, it does not accuse or blame them for anything negative, nor does it call for their harming or demonize them collectively. The tweet does not justify or call for any hatred toward Jewish individuals.\n\nWhile some may argue that the term ""raving Antisemite"" could be seen as inflammatory, in this context, it is a rebuttal against those who might have issues with addressing British Jews\' security alongside discussing broader regional issues, such as peace between Israel and Palestine. The focus here remains on finding common ground for both groups\' safety and well-being, which does not align with the criteria outlined by the definition of antisemitism.'"
46,1251688515085012992,RenoTraci88,2020-04-19 01:46:11+00:00,0,Israel,"Trump’s now saying saying AOC +3 are anti-Israel. Just fyi, his pet name for Kusher was ‘The Jew’ at ‘Celebrity Apprentice’ not a joke fyi. @realDonaldTrump","content='1) Yes, this tweet can be considered antisemitic according to the provided definition of antisemitism, as it falls under point (7). The statement ""his pet name for Kusher was ‘The Jew’ at ‘Celebrity Appreciate’ not a joke fyi"" implies that the person referred to as \'Kusher\' is being stereotypically associated with their Jewish identity and potentially demonized by using the term \'Jew.\' Furthermore, referring to someone simply as ""The Jew"" can be perceived as dehumanizing. Although it might not fulfill other specific points of the definition, its implication and potential impact on those who view it align with the broader understanding of antisemitism. Therefore, I\'d label this tweet 1 for potentially containing elements of antisemitism.'"
47,1252615814475247621,MutilatedDreams,2020-04-21 15:10:57+00:00,0,Israel,"In last 7 days (Lockdown-2) India surpassed countries like South Korea, Japan, Israel, Saudi Arabia, Austria, Sweden, Ireland etc in total #Covid19 cases. Many of these countries were worst affected at one point of time.\n\nIn fact, our cases are almost double of South Korea now!","content='0\n\nThe tweet appears to be a factual statement comparing the number of COVID-19 cases in various countries over a specific period. It does not contain any language or references that would fall under the definition of antisemitism according to the guidelines provided. The user is simply sharing information about the number of COVID-19 cases in different nations, which does not target or demean Jewish individuals or the state of Israel based on their ethnicity or religion.'"
48,1214797471060234241,GaelleRTW,2020-01-08 06:34:21+00:00,0,Israel,"Iran, past 24 hours.\n\n- Fired missiles at US base in Iraq\n\n- Threatened to strike UAE and Israel\n\n- Soleimani buried\n\n- 45 killed in stampede\n\n- Ukrainian Boeing 737 with 176 passengers crashes near Tehran, all die\n\n- 4.9 magnitude earthquake in country's southwestern region","content=""0\nThe provided tweet does not contain any content that is explicitly antisemitic according to the definition you have provided. It is a summary of various events happening in Iran, including incidents involving the United States and Israel but does not involve dehumanizing Jews or the State of Israel. Thus, it doesn't fall under any category mentioned as a form of contemporary antisemitism."""
