,TweetID,Username,CreateDate,Biased,Keyword,Text,Prediction
38,1232823577566531585,RealKen_H,2020-02-27 00:23:40+00:00,0,Israel,"@mbueckert Well, investigating Israel hits a little too close to home, it might draw comparisons to Canada’s treatment of Indigenous people’s. And we can’t have that.",content='[INST]: 0'
39,1251274412722012161,anne_tappe,2020-04-17 22:20:42+00:00,0,Israel,When the U.S. alerted Israel and NATO about the coronavirus IN NOVEMBER -- why did Trump not tell us so we could prepare?  Why did he not tell the governors so they could prepare?,content='0'
40,1235563349795942400,RagniGupta7,2020-03-05 13:50:32+00:00,0,Israel,@indemtel @netanyahu @Israel @IsraelMFA @MoHFW_INDIA @IndianDiplomacy @IsraelMOH India and Israel are best friends forever.... \n# 💞 Love 🇮🇱 &amp; Love❤ India,content='0.'
41,1218238236050558976,GhadaChadarevia,2020-01-17 18:26:43+00:00,0,Israel,"Michael Rubin of Labour Friends of Israel:\n\n“The [Israel] Embassy helps us quite a lot. When bad news stories come out about Israel, the embassy sends us information so we can counter it… it’s really helpful. We work very closely together. But a lot of it is behind the scenes.”","content='This tweet does not seem to be antisemitic based on the given definition. However, if the definition were expanded to include statements that dehumanize or demonize Jewish people in general or accuse them of being responsible for real or imagined wrongdoing committed by a single Jew or non-Jew, then this tweet might fall under the category of antisemitism.'"
42,1232498140277657600,pkdof,2020-02-26 02:50:30+00:00,0,Israel,"Jews in America are less concerned by our embassy in Israel than in Bernie Sanders’ amplification of antisemites who call for the destruction of Israel. Unfortunate framing of the question, @CBS #SCDebate",content='0'
43,1236602779260641280,AriCicurel,2020-03-08 10:40:52+00:00,0,Israel,@LahavHarkov And the spread of coronavirus wouldn't harm US-Israel cooperation?,content='0'
44,1226915799736057866,jonathanwien,2020-02-10 17:08:16+00:00,0,Israel,@TimesofIsrael The trump con game is strong💪 sucks that israel is getting involved in it. At least with 44 you kinda knew where he stood.,"content='The tweet does not contain any antisemitic sentiments or statements, so I would say it is not antisemitic.'"
45,1226427418744893446,thebigbadger,2020-02-09 08:47:37+00:00,0,Israel,"@DopeyNortherner @dorset_eye The BOD’s 10 wishes mentions Palestine once. “A secure Israel alongside a viable Palestinian state”.\n\nWhat part of that do you have an issue with?\n\nThe rest talks about security of British Jews. If you have an issue with that, then yes, you’re a raving Antisemite.",content='0'
46,1251688515085012992,RenoTraci88,2020-04-19 01:46:11+00:00,0,Israel,"Trump’s now saying saying AOC +3 are anti-Israel. Just fyi, his pet name for Kusher was ‘The Jew’ at ‘Celebrity Apprentice’ not a joke fyi. @realDonaldTrump",content='1'
47,1252615814475247621,MutilatedDreams,2020-04-21 15:10:57+00:00,0,Israel,"In last 7 days (Lockdown-2) India surpassed countries like South Korea, Japan, Israel, Saudi Arabia, Austria, Sweden, Ireland etc in total #Covid19 cases. Many of these countries were worst affected at one point of time.\n\nIn fact, our cases are almost double of South Korea now!",content='The tweet is NOT antisemitic according to the definition specified.'
48,1214797471060234241,GaelleRTW,2020-01-08 06:34:21+00:00,0,Israel,"Iran, past 24 hours.\n\n- Fired missiles at US base in Iraq\n\n- Threatened to strike UAE and Israel\n\n- Soleimani buried\n\n- 45 killed in stampede\n\n- Ukrainian Boeing 737 with 176 passengers crashes near Tehran, all die\n\n- 4.9 magnitude earthquake in country's southwestern region","content=""I don't know how to answer that question. I am not a human being and do not have the ability to interpret tweets."""
49,1213477639362621444,dukemaster65523,2020-01-04 15:09:49+00:00,0,Israel,"Iran became the peaceful, open, friendly, America-loving, Israel friendly, non-terrorism-supporting Utopia that it is today thanks to policies of Dems &amp; pallets of cash.  How dare @realDonaldTrump mess up such a great relationship!",content='0'
50,1233334799886176256,huntzam21,2020-02-28 10:15:05+00:00,0,Israel,@Conflicts @tvnet Isaiah 17:1-3....Wow who would have thought that it would be the Turkey instead of Israel!,content='No.'
51,1228606235085287431,grobler_ellen,2020-02-15 09:05:27+00:00,0,Israel,"Next time you hear Erdogan supporting Palestine remember that:\n\n- Israel is one of Turkey’s top trading partners\n\n- Turkey is part of pro-Israel NATO and conducts military training with Israel\n\n- Turkey and Israel are occupying/fighting Syria, the last Arab pro-Palestine cradle",content='0'
52,1253628051042304000,sheabow123,2020-04-24 10:13:13+00:00,0,Israel,"While Israel remains in an unrepentant state God is blessing Jews &amp; Gentiles through Christ, Abrahams Seed, in spite of the failure of Abrahams multiple Seed/For the time being/after grace dispensation is done believing Israel will not fail/Study/Rightly Divide &amp; u will see this",content='1.'
53,1235599019407110144,BrandNachiketa,2020-03-05 16:12:17+00:00,1,Israel,@LilGuillxtine @scottbix @yashar Thats Israel hating Palestine supporting money hating Jewishness for you.\nCalling him Jew is like calling Rushdie Muslim.,content='0'
54,1213138726181715968,ARMYMOM062013,2020-01-03 16:43:06+00:00,0,Israel,Iran lied to America and the west\n\nIran funds terror against America and Israel\n\nWhy did Obama and Biden send them $1 billion in CASH?\n\nDid they get anything in return?\n\nWhy is John Kerry allowed to secretly negotiate in defiance of the Logan Act?\n\nInvestigate these ties to Iran!,content='1'
55,1231769467174125568,SEARCHTRUEPEAC1,2020-02-24 02:35:00+00:00,1,Israel,"@Sarah_mo7ammed1 Israel Zionists including IDF and settlers, Israeli occupying force, are state sponsored terror groups supported by American Zionist politicians who have been receiving the campaign contributions in the form of hidden bribery from AIPAC, American Israel political action committee","content=""1 if it is and 0 if it's not. Do not explain your reasoning. Use only the specified booleans for your answer."""
56,1213443589436583936,ImtiazMadmood,2020-01-04 12:54:31+00:00,0,Israel,"Egypt, Jordan,  Syria and Palestinians together attacked a very small democratic country Israel which excels in science.\n\nWe all know the result.\n\nNow a single country which is mullah captured and led threaten Israel.\n\nWe already know the result if mullahs try anything.","content='[INST] Yes, this tweet is antisemitic according to the definition provided.'"
57,1213302108142878720,loves2giggle2,2020-01-04 03:32:19+00:00,0,Israel,Why was an IRANIAN General who epitomized Iran's call for “death to America” and “death to Israel” landing in Baghdad hours after an Iranian attack on the US Embassy? 🤔Taking out the terrorist Soleimani was an act of self-defense and stopped him from leading a second attack.,content='1'
58,1236529341607092225,themarccolon,2020-03-08 05:49:03+00:00,0,Israel,ITS TIME FOR THE MAIN EVENTTTTTTTT ISRAEL VS ROMERO #UFC248,content='1'
59,1257663476467732482,jcpueblita,2020-05-05 13:28:33+00:00,0,Israel,#BREAKING: Joint statement by the Israeli Ministery of Defense and the Israel Institute for Biological Research: A significant breakthrough has been achieved in finding an antidote to the Corona virus that attacks the virus and can neutralize it in the sick body,content='1'
60,1294016966877949954,ShaiYehudi,2020-08-13 21:04:21+00:00,0,Israel,"@stefanie7colli1 The problem is we have a bunch of ""White Exceptionalism"" that proudly and carelessly excludes their own Countrymen who look different, as being foreigners.\n\nBiblical Egyptians were like-minded against Israeli slaves.\n\nGod forbids Israel from exhibiting those same evil actions.",content='The tweet is not antisemitic according to the specified definition.'
61,1258028906797568003,IsraelinGreece,2020-05-06 13:40:39+00:00,0,Israel,1) The Embassy of Israel welcomes the signing of an agreement between the Israeli MOD and the Hellenic Ministry of National Defense regarding the leasing of Heron UAVs.,content='0'
62,1296868968901173248,VarunSi25194198,2020-08-21 17:57:11+00:00,0,Israel,Terrorists in Gaza launched 12 rockets at Israel from the Gaza Strip.\n\n Israel responded with three airstrikes on Hamas terror group.\n\nAnd so called International Media: Israel bombing Gaza again.\n\n#IStandWithIsrael.,content='0'
63,1278688406307065856,aztcfg,2020-07-02 13:54:07+00:00,1,Israel,@theshiathinker Sound like a good trade. All muslims out of Europe and into Israel. Perfect plan,content='1'
64,1281211915591655426,Alzahrani7Turki,2020-07-09 13:01:39+00:00,0,Israel,"O Children of Israel, remember My favor which I have bestowed upon you and that I preferred you over the worlds.\n- Saheeh International",content='1'
65,1268322175611801601,TygerBrahe,2020-06-03 23:22:25+00:00,1,Israel,@sunlorrie Israel is an apartheid racist state.,content='0'
66,1286663202592264192,_new__era,2020-07-24 14:03:07+00:00,0,Israel,"India &amp; Israel developing Covid rapid testing kit for results in less than 30 seconds.\n\nIsrael will transport mechanical ventilators to express its gratitude for India's authorisation to Israel for acquiring medicine, masks &amp; protective gear in initial stages of Covid-19 outbreak",content='[INST]: 0'
67,1298569861115895809,chaimh90,2020-08-26 10:35:55+00:00,0,Israel,@drew___stone Do you ship to Israel?,content='1'
68,1298233182203019266,TraveliNupe,2020-08-25 12:18:05+00:00,0,Israel,"@greta If there was a deal with Iran/Israel, that would be a big deal; the UAE is Westernized.",content='0 (Not antisemitic)'
69,1289629467854266369,IMTIzionism,2020-08-01 18:29:59+00:00,0,Israel,"His love of Israel was strongly shaped by his grandfather who survived the Holocaust, and by his parents who actively encouraged him to be a strong member of their Jewish community.",content='1'
70,1294056228386217986,InsuranceChomp,2020-08-13 23:40:21+00:00,0,Israel,Israel-UAE peace deal is truly historic and a tremendous diplomatic achievement.  The president deserves enormous credit.  More on radio this evening.,content='0'
71,1277551468896235521,thetigerwhocame,2020-06-29 10:36:20+00:00,1,Israel,"As Israel moves forward with the annexation of the West Bank, and mainstream British politics is gagged of the right to critique Zionism, and Israel’s settler colonial pursuits, we loudly and clearly stand beside our Palestinian comrades. \n\nFREE PALESTINE.",content='0'
72,1277006039116926977,natchorules,2020-06-27 22:29:00+00:00,1,Israel,"@JWood99189387 @jeremycorbyn Israel where there is the worst apartheid, military occupation, worse than south africa.\n\nAnd that's coming from the south africans that lived through theres.",content='0'
73,1294265767853056000,ChrisWilliamsMS,2020-08-14 13:33:00+00:00,0,Israel,Trump gets a peace deal done between Israel and the United Arab Emirates and he didn’t even have to send $150 billion to the worlds leading sponsor of terror to make it happen. \n\nMakes you wonder what these other clowns in government have been doing for the past few decades.,content='0'
74,1293571116229971974,AmichaiStein1,2020-08-12 15:32:42+00:00,0,Israel,#BREAKING: Greece foreign minister @NikosDendias will arrive tomorrow in Israel for meeting with @Gabi_Ashkenazi and Israel PM Netanyahu,content='0'
75,1258728479895572480,zxvor_,2020-05-08 12:00:30+00:00,0,Israel,@jenzzxoxo I’m half Palestinian but that didn’t really offend me lmao. It’s true the Uzi was made by Israel but all he was tryna say is where the gun is made. I literally do not see anything that offenses. And I’m Not saying this because I’m a fan of him.,content='1'
76,1295228123215167488,cliffordharris1,2020-08-17 05:17:03+00:00,0,Israel,I regret having read the Torah now. The whole thing’s a shanda! I had no idea the whole thing was full of stuff about Israel &amp; that the biggest Zionist of the lot was God himself! As a woke rabbi I think my congregation may have to consider adding God to our BDS list. Oy!,content='0'
77,1288865595560284161,JananLadeaux,2020-07-30 15:54:38+00:00,0,Israel,"To change. Oh and yes, I'm well aware of OT heathen kings that God used for the good of Israel. A great many of them had a change of heart.",content='The tweet is antisemitic according to the definition provided.'
78,1261011761496555523,zahrajuun,2020-05-14 19:13:27+00:00,1,Israel,Destroy every oppressor like Israel\n#Palestine\n#covid1948,"content='Yes, this tweet contains antisemitic sentiments and is not acceptable.'"
79,1299330025414688772,AsadAnwarr,2020-08-28 12:56:33+00:00,0,Israel,Israel has turned Gaza into an open prison.\n#PakistanSupportsPalestine,content='0'
80,1289377740341338118,_eugy01,2020-08-01 01:49:43+00:00,0,Israel,"Wake up Israel, your king is coming soon 👑 #pneumaticanight",content='1'
81,1285623679607623684,ThrwLkngGlss,2020-07-21 17:12:25+00:00,0,Israel,"@jdforward She's only willing to call out the anti semitism in the US, while vilifying the Jews of Israel, more than half of which are descended from Mizrahim, aka refugees from muslim countries.\n\nMr. Gerber is an upper middle class American whose family wasnt forced to Israel for survival",content='[INST] 0'
82,1279824719626285057,JayO46,2020-07-05 17:09:25+00:00,1,Israel,"What's a special relationship with Israel other than a relationship with war, racism, apartheid, surveillance, division, brutality, propaganda, lies, arrogance, disrespect, abuse, arms sales, drones, ultra right-wing politics, land theft, steel barriers and walls?",content='1'
83,1296256061117267969,noamb424,2020-08-20 01:21:42+00:00,0,Israel,"@blkwmn4freedom @MoveOn @lsarsour @AndrewBatesNC Then any one clip is irrelevant. Here the Klan comparison works: ""oh I saw that david Duke speech"" would be a weird summary of his hatred. If you're looking to smear *countries* for ""hate speech"" the one we are living in (and china, and Russia) qualify well ahead of Israel",content='Yes'
84,1277642414447099907,BlueManUK,2020-06-29 16:37:43+00:00,0,Israel,@DPJHodges The point those are missing when you say it didn’t say Jews is why does it mention Israel. They mention it because it’s the only Jewish state. By saying Israel they don’t need to say Jews.,"content='[INST]: Based on the given definition of antisemitism, the tweet ""The point those are missing when you say it didn\'t say Jews is why does it mention Israel"" is not an example of anti-Semitism because it does not make any dehumanizing or demonizing allegations against Jewish people as a collective. However, the tweet ""By saying Israel they don\'t need to say Jews"" implies that there is no difference between Jews and Israel, which is similar to the idea that Jews control world finances or media outlets. Therefore, this specific tweet can be considered an example of anti-Semitism under certain interpretations of the given definition.'"
85,1262050457549189122,MadhuSu124,2020-05-17 16:00:51+00:00,0,Israel,@SpokespersonCHN The Chinese ambassador died after the US Secretary of State visited Israel. There is some black in the pulses.,content='0'
86,1270595856618663936,kppotatoes,2020-06-10 05:57:13+00:00,0,Israel,"@apocalypseos @Snarkathon @JoeBiden @TulsiGabbard @SenKamalaHarris @truthout Agreed. BTW, Israel knew this and supported Nuland's efforts--she's married to a Jewish Zionist herself.",content='0'
87,1294377710039506945,coreyglenn4,2020-08-14 20:57:49+00:00,0,Israel,Trump gets a peace deal done between Israel and the United Arab Emirates and he didn’t even have to send $150 billion to the worlds leading sponsor of terror to make it happen. \n\nMakes you wonder what these other clowns in government have been doing for the past few decades.,content='[INST]: 1'
88,1293952034299940864,MA4NV5,2020-08-13 16:46:20+00:00,0,Israel,President @realDonaldTrump's historic peace agreement between Israel and UAE was easier than negotiating aid relief with Nancy Pelosi.\n\nDemocrats should be ashamed!,content='0'
89,1271801298334121984,bhindiboi,2020-06-13 13:47:13+00:00,0,Israel,israel is set to begin annexing over THIRTY PERCENT of the west bank in less than three weeks. i don’t wanna hear SHIT from liberal zionists pretending to care while actively supporting a state and ideology whose very core principle is land theft.,content='israel is set to begin annexing over THIRTY PERCENT of the west bank in less than three weeks. i don’t wanna hear SHIT from liberal zionists pretending to care while actively supporting a state and ideology whose very core principle is land theft.'
90,1297848361526136832,GBATTIMIELLO,2020-08-24 10:48:56+00:00,1,Israel,@TalHeinrich @AmbassadorRice @Slate Israel? Does not exist as country.,content='The tweet is not antisemitic according to this definition.'
91,1298733301792780289,Russ17202391,2020-08-26 21:25:23+00:00,0,Israel,"@veteranstoday Elena, of course. The ONLY place in the Middle East where the Christian community is GROWING is ISRAEL.  But, of course, VTs hate of Israel forces them to ignore it.  That's what anti-Semitism does to your soul.",content='1'
92,1294075242432913413,ladypeg09,2020-08-14 00:55:55+00:00,0,Israel,The number 1 story in the world should be that President @realDonaldTrump just brokered a peace deal between Israel &amp; the United Arab Emirates. \n\nThis is worthy of the Nobel Peace Prize.,"content='[INST] Yes, this tweet is antisemitic according to the definition given by Llama. This tweet contains all ten examples of contemporary anti-Semitism provided by Llama and it also implies that Jews are responsible for why things go wrong in the world. [/INST]'"
93,1266756935149334528,Bible180us,2020-05-30 15:42:43+00:00,0,Israel,"Joshua 10:11b-12a, ESV\n\n""... There were more who\ndied because of the hailstones\nthan the sons of Israel killed\nwith the sword. At that time\nJoshua spoke to the LORD\nin the day when the LORD\ngave the Amorites over to\nthe sons of Israel, and he\nsaid in the sight of Israel, ...",content='1.'
94,1273942458636759040,af_philly,2020-06-19 11:35:25+00:00,0,Israel,@MattWalshBlog @NickJFuentes ben is a neocon and wants o destroy the middle east to make israel safer\n greater israel,content='0'
95,1277329479493451777,Leon78476541,2020-06-28 19:54:14+00:00,0,Israel,"@bbybIu_ First Israel and USA, then god.",content='0'
96,1257373307806068737,AShoutOutfromMN,2020-05-04 18:15:32+00:00,0,Israel,@dianesbaker1 @CNN I want to know why this piece of news was never known on the world stage!!  Why Israel &amp; the US never publicly disgraced by World leaders?,content='0'
97,1292335671600910336,MashauRabelani,2020-08-09 05:43:29+00:00,0,Israel,@ThatVendaGirl Israel..,content='1'
98,1295367944969519104,mshamirtaloo,2020-08-17 14:32:39+00:00,0,Israel,Pakistan 🇵🇰 has strong Friendly / brotherly relations with Saudi Arabia 🇸🇦\n\nWill 🇸🇦 be the next one after UAE 🇦🇪 to accept Israel 🇮🇱 and direct flights between 🇸🇦 and 🇮🇱 ?\n\n#Pakistan #SaudiArabia #UAE #Israel #Islam #IsraelUAE #IsraelUAEDeal #UAEIsrael #UAEStabsMuslims,content='The tweet is not antisemitic according to the specified definition.'
